stock_movement_id,date,product_id,movement_type,quantity_boxes,reference_id
SM000457,2024-08-10,P015,Wholesale_Out,1,INV000230
SM000458,2024-08-05,P044,Wholesale_Out,10,INV000231
SM000459,2024-08-31,P017,Wholesale_Out,1,INV000232
SM000460,2024-08-28,P012,Wholesale_Out,2,INV000233
SM000461,2024-08-21,P042,Wholesale_Out,1,INV000234
SM000462,2024-08-04,P072,Wholesale_Out,3,INV000235
SM000463,2024-08-19,P022,Wholesale_Out,1,INV000236
SM000464,2024-09-04,P007,Wholesale_Out,1,INV000237
SM000465,2024-09-12,P043,Wholesale_Out,5,INV000238
SM000466,2024-09-19,P012,Wholesale_Out,5,INV000239
SM000467,2024-09-16,P029,Wholesale_Out,1,INV000240
SM000468,2024-09-26,P059,Wholesale_Out,1,INV000241
SM000469,2024-09-19,P066,Wholesale_Out,1,INV000242
SM000470,2024-09-15,P053,Wholesale_Out,1,INV000243
SM000471,2024-09-19,P056,Wholesale_Out,3,INV000244
SM000472,2024-09-19,P015,Wholesale_Out,3,INV000245
SM000473,2024-09-04,P049,Wholesale_Out,2,INV000246
SM000474,2024-09-21,P019,Wholesale_Out,4,INV000247
SM000475,2024-09-11,P073,Wholesale_Out,5,INV000248
SM000476,2024-09-19,P066,Wholesale_Out,2,INV000249
SM000477,2024-09-18,P015,Wholesale_Out,6,INV000250
SM000478,2024-09-13,P056,Wholesale_Out,3,INV000251
SM000479,2024-09-14,P037,Wholesale_Out,100,INV000252
SM000480,2024-09-22,P018,Wholesale_Out,1,INV000253
SM000481,2024-09-20,P059,Wholesale_Out,3,INV000254
SM000482,2024-09-16,P031,Wholesale_Out,4,INV000255
SM000483,2024-09-23,P015,Wholesale_Out,3,INV000256
SM000484,2024-09-25,P060,Wholesale_Out,3,INV000257
SM000485,2024-09-03,P070,Wholesale_Out,5,INV000258
SM000486,2024-09-29,P074,Wholesale_Out,4,INV000259
SM000487,2024-09-24,P073,Wholesale_Out,1,INV000260
SM000488,2024-09-20,P037,Wholesale_Out,2,INV000261
SM000489,2024-09-09,P015,Wholesale_Out,3,INV000262
SM000490,2024-09-23,P063,Wholesale_Out,1,INV000263
SM000491,2024-09-27,P053,Wholesale_Out,5,INV000264
SM000492,2024-09-02,P034,Wholesale_Out,5,INV000265
SM000493,2024-09-30,P030,Wholesale_Out,2,INV000266
SM000494,2024-09-26,P049,Wholesale_Out,4,INV000267
SM000495,2024-10-14,P035,Wholesale_Out,2,INV000268
SM000496,2024-10-08,P025,Wholesale_Out,3,INV000269
SM000497,2024-10-01,P013,Wholesale_Out,3,INV000270
SM000498,2024-10-03,P028,Wholesale_Out,20,INV000271
SM000499,2024-10-25,P073,Wholesale_Out,5,INV000272
SM000500,2024-10-21,P036,Wholesale_Out,5,INV000273
SM000501,2024-10-02,P050,Wholesale_Out,1,INV000274
SM000502,2024-10-06,P063,Wholesale_Out,1,INV000275
SM000503,2024-10-04,P010,Wholesale_Out,1,INV000276
SM000504,2024-10-30,P050,Wholesale_Out,1,INV000277
SM000505,2024-10-16,P052,Wholesale_Out,6,INV000278
SM000506,2024-10-25,P016,Wholesale_Out,3,INV000279
SM000507,2024-10-21,P047,Wholesale_Out,3,INV000280
SM000508,2024-10-18,P050,Wholesale_Out,4,INV000281
SM000509,2024-10-21,P025,Wholesale_Out,1,INV000282
SM000510,2024-10-21,P064,Wholesale_Out,3,INV000283
SM000511,2024-10-02,P016,Wholesale_Out,1,INV000284
SM000512,2024-10-08,P005,Wholesale_Out,4,INV000285
SM000513,2024-10-06,P007,Wholesale_Out,10,INV000286
SM000514,2024-10-04,P064,Wholesale_Out,3,INV000287
SM000515,2024-10-22,P042,Wholesale_Out,1,INV000288
SM000516,2024-10-19,P043,Wholesale_Out,1,INV000289
SM000517,2024-10-30,P006,Wholesale_Out,1,INV000290
SM000518,2024-10-01,P023,Wholesale_Out,10,INV000291
SM000519,2024-10-23,P027,Wholesale_Out,1,INV000292
SM000520,2024-10-06,P064,Wholesale_Out,3,INV000293
SM000521,2024-10-04,P013,Wholesale_Out,3,INV000294
SM000522,2024-10-09,P025,Wholesale_Out,1,INV000295
SM000523,2024-10-02,P047,Wholesale_Out,1,INV000296
SM000524,2024-10-06,P004,Wholesale_Out,2,INV000297
SM000525,2024-10-24,P042,Wholesale_Out,1,INV000298
SM000526,2024-10-08,P061,Wholesale_Out,1,INV000299
SM000527,2024-10-24,P046,Wholesale_Out,30,INV000300
SM000528,2024-10-15,P054,Wholesale_Out,1,INV000301
SM000529,2024-10-29,P074,Wholesale_Out,30,INV000302
SM000530,2024-10-27,P036,Wholesale_Out,1,INV000303
SM000531,2024-10-19,P074,Wholesale_Out,10,INV000304
SM000532,2024-10-13,P013,Wholesale_Out,2,INV000305
SM000533,2024-10-12,P031,Wholesale_Out,3,INV000306
SM000534,2024-10-19,P059,Wholesale_Out,2,INV000307
SM000535,2024-10-21,P010,Wholesale_Out,2,INV000308
SM000536,2024-10-18,P027,Wholesale_Out,5,INV000309
SM000537,2024-10-12,P015,Wholesale_Out,2,INV000310
SM000538,2024-10-23,P027,Wholesale_Out,1,INV000311
SM000539,2024-10-31,P027,Wholesale_Out,5,INV000312
SM000540,2024-10-12,P058,Wholesale_Out,2,INV000313
SM000541,2024-10-15,P048,Wholesale_Out,5,INV000314
SM000542,2024-10-13,P037,Wholesale_Out,19,INV000315
SM000543,2024-10-31,P003,Wholesale_Out,1,INV000316
SM000544,2024-10-01,P025,Wholesale_Out,1,INV000317
SM000545,2024-10-21,P063,Wholesale_Out,3,INV000318
SM000546,2024-10-10,P034,Wholesale_Out,1,INV000319
SM000547,2024-10-20,P069,Wholesale_Out,1,INV000320
SM000548,2024-10-04,P041,Wholesale_Out,3,INV000321
SM000549,2024-10-12,P048,Wholesale_Out,2,INV000322
SM000550,2024-10-05,P041,Wholesale_Out,1,INV000323
SM000551,2024-10-10,P074,Wholesale_Out,4,INV000324
SM000552,2024-11-05,P071,Wholesale_Out,1,INV000325
SM000553,2024-11-17,P036,Wholesale_Out,1,INV000326
SM000554,2024-11-07,P041,Wholesale_Out,3,INV000327
SM000555,2024-11-12,P048,Wholesale_Out,1,INV000328
SM000556,2024-11-15,P054,Wholesale_Out,5,INV000329
SM000557,2024-11-20,P019,Wholesale_Out,1,INV000330
SM000558,2024-11-03,P053,Wholesale_Out,3,INV000331
SM000559,2024-11-06,P038,Wholesale_Out,1,INV000332
SM000560,2024-11-26,P020,Wholesale_Out,1,INV000333
SM000561,2024-11-06,P032,Wholesale_Out,1,INV000334
SM000562,2024-11-14,P061,Wholesale_Out,30,INV000335
SM000563,2024-11-02,P041,Wholesale_Out,2,INV000336
SM000564,2024-11-12,P038,Wholesale_Out,1,INV000337
SM000565,2024-11-25,P070,Wholesale_Out,2,INV000338
SM000566,2024-11-18,P046,Wholesale_Out,3,INV000339
SM000567,2024-11-07,P065,Wholesale_Out,1,INV000340
SM000568,2024-11-23,P015,Wholesale_Out,2,INV000341
SM000569,2024-11-12,P057,Wholesale_Out,6,INV000342
SM000570,2024-11-04,P017,Wholesale_Out,6,INV000343
SM000571,2024-11-25,P010,Wholesale_Out,1,INV000344
SM000572,2024-11-02,P016,Wholesale_Out,8,INV000345
SM000573,2024-11-29,P024,Wholesale_Out,3,INV000346
SM000574,2024-11-17,P031,Wholesale_Out,2,INV000347
SM000575,2024-11-18,P013,Wholesale_Out,10,INV000348
SM000576,2024-11-04,P046,Wholesale_Out,50,INV000349
SM000577,2024-11-04,P018,Wholesale_Out,2,INV000350
SM000578,2024-11-10,P040,Wholesale_Out,4,INV000351
SM000579,2024-11-03,P048,Wholesale_Out,1,INV000352
SM000580,2024-11-04,P051,Wholesale_Out,2,INV000353
SM000581,2024-11-20,P016,Wholesale_Out,1,INV000354
SM000582,2024-11-26,P052,Wholesale_Out,2,INV000355
SM000583,2024-12-09,P064,Wholesale_Out,1,INV000356
SM000584,2024-12-06,P042,Wholesale_Out,1,INV000357
SM000585,2024-12-15,P038,Wholesale_Out,4,INV000358
SM000586,2024-12-25,P056,Wholesale_Out,6,INV000359
SM000587,2024-12-22,P039,Wholesale_Out,6,INV000360
SM000588,2024-12-22,P071,Wholesale_Out,4,INV000361
SM000589,2024-12-13,P046,Wholesale_Out,5,INV000362
SM000590,2024-12-24,P004,Wholesale_Out,5,INV000363
SM000591,2024-12-22,P032,Wholesale_Out,1,INV000364
SM000592,2024-12-01,P042,Wholesale_Out,1,INV000365
SM000593,2024-12-19,P041,Wholesale_Out,2,INV000366
SM000594,2024-12-17,P044,Wholesale_Out,1,INV000367
SM000595,2024-12-27,P028,Wholesale_Out,1,INV000368
SM000596,2024-12-04,P044,Wholesale_Out,1,INV000369
SM000597,2024-12-10,P039,Wholesale_Out,2,INV000370
SM000598,2024-12-18,P003,Wholesale_Out,3,INV000371
SM000599,2024-12-15,P069,Wholesale_Out,5,INV000372
SM000600,2024-12-15,P031,Wholesale_Out,1,INV000373
SM000601,2024-12-21,P053,Wholesale_Out,1,INV000374
SM000602,2024-12-07,P032,Wholesale_Out,5,INV000375
SM000603,2024-12-09,P004,Wholesale_Out,1,INV000376
SM000604,2024-12-26,P008,Wholesale_Out,6,INV000377
SM000605,2024-12-22,P051,Wholesale_Out,20,INV000378
SM000606,2024-12-22,P068,Wholesale_Out,1,INV000379
SM000607,2024-12-24,P031,Wholesale_Out,20,INV000380
SM000608,2024-12-19,P063,Wholesale_Out,3,INV000381
SM000609,2024-12-29,P047,Wholesale_Out,2,INV000382
SM000610,2024-12-22,P031,Wholesale_Out,1,INV000383
SM000611,2024-12-28,P057,Wholesale_Out,2,INV000384
SM000612,2024-12-10,P021,Wholesale_Out,10,INV000385
SM000613,2024-12-27,P063,Wholesale_Out,2,INV000386
SM000614,2024-12-06,P034,Wholesale_Out,3,INV000387
SM000615,2024-12-02,P024,Wholesale_Out,3,INV000388
SM000616,2025-01-06,P067,Wholesale_Out,4,INV000389
SM000617,2025-01-11,P062,Wholesale_Out,6,INV000390
SM000618,2025-01-14,P024,Wholesale_Out,2,INV000391
SM000619,2025-01-21,P030,Wholesale_Out,10,INV000392
SM000620,2025-01-20,P020,Wholesale_Out,1,INV000393
SM000621,2025-01-30,P064,Wholesale_Out,1,INV000394
SM000622,2025-01-28,P028,Wholesale_Out,100,INV000395
SM000623,2025-01-09,P058,Wholesale_Out,10,INV000396
SM000624,2025-01-23,P028,Wholesale_Out,4,INV000397
SM000625,2025-01-30,P061,Wholesale_Out,10,INV000398
SM000626,2025-01-17,P049,Wholesale_Out,2,INV000399
SM000627,2025-01-16,P060,Wholesale_Out,1,INV000400
SM000628,2025-01-16,P047,Wholesale_Out,10,INV000401
SM000629,2025-01-14,P041,Wholesale_Out,4,INV000402
SM000630,2025-01-02,P020,Wholesale_Out,1,INV000403
SM000631,2025-01-30,P006,Wholesale_Out,2,INV000404
SM000632,2025-01-04,P012,Wholesale_Out,1,INV000405
SM000633,2025-01-19,P075,Wholesale_Out,99,INV000406
SM000634,2025-01-11,P037,Wholesale_Out,4,INV000407
SM000635,2025-01-01,P059,Wholesale_Out,6,INV000408
SM000636,2025-01-21,P058,Wholesale_Out,2,INV000409
SM000637,2025-01-10,P008,Wholesale_Out,4,INV000410
SM000638,2025-01-28,P012,Wholesale_Out,1,INV000411
SM000639,2025-01-04,P063,Wholesale_Out,5,INV000412
SM000640,2025-01-12,P026,Wholesale_Out,2,INV000413
SM000641,2025-01-12,P024,Wholesale_Out,2,INV000414
SM000642,2025-01-23,P064,Wholesale_Out,3,INV000415
SM000643,2025-01-05,P039,Wholesale_Out,6,INV000416
SM000644,2025-01-17,P053,Wholesale_Out,1,INV000417
SM000645,2025-01-01,P060,Wholesale_Out,1,INV000418
SM000646,2025-01-24,P058,Wholesale_Out,3,INV000419
SM000647,2025-01-09,P014,Wholesale_Out,1,INV000420
SM000648,2025-01-22,P063,Wholesale_Out,2,INV000421
SM000649,2025-02-03,P018,Wholesale_Out,1,INV000422
SM000650,2025-02-21,P056,Wholesale_Out,6,INV000423
SM000651,2025-02-01,P022,Wholesale_Out,10,INV000424
SM000652,2025-02-07,P073,Wholesale_Out,5,INV000425
SM000653,2025-02-28,P075,Wholesale_Out,3,INV000426
SM000654,2025-02-22,P030,Wholesale_Out,4,INV000427
SM000655,2025-02-16,P064,Wholesale_Out,3,INV000428
SM000656,2025-02-12,P030,Wholesale_Out,3,INV000429
SM000657,2025-02-10,P050,Wholesale_Out,20,INV000430
SM000658,2025-02-06,P027,Wholesale_Out,1,INV000431
SM000659,2025-02-26,P064,Wholesale_Out,2,INV000432
SM000660,2025-02-06,P005,Wholesale_Out,5,INV000433
SM000661,2025-02-11,P006,Wholesale_Out,5,INV000434
SM000662,2025-02-02,P059,Wholesale_Out,30,INV000435
SM000663,2025-02-18,P065,Wholesale_Out,1,INV000436
SM000664,2025-02-17,P013,Wholesale_Out,1,INV000437
SM000665,2025-02-25,P032,Wholesale_Out,6,INV000438
SM000666,2025-02-12,P032,Wholesale_Out,1,INV000439
SM000667,2025-02-15,P047,Wholesale_Out,20,INV000440
SM000668,2025-02-11,P022,Wholesale_Out,2,INV000441
SM000669,2025-02-23,P067,Wholesale_Out,30,INV000442
SM000670,2025-02-12,P036,Wholesale_Out,10,INV000443
SM000671,2025-02-26,P057,Wholesale_Out,4,INV000444
SM000672,2025-02-18,P050,Wholesale_Out,4,INV000445
SM000673,2025-02-17,P021,Wholesale_Out,1,INV000446
SM000674,2025-02-17,P008,Wholesale_Out,6,INV000447
SM000675,2025-02-10,P001,Wholesale_Out,2,INV000448
SM000676,2025-02-18,P030,Wholesale_Out,2,INV000449
SM000677,2025-02-24,P014,Wholesale_Out,2,INV000450
SM000678,2025-02-14,P012,Wholesale_Out,1,INV000451
SM000679,2025-02-18,P051,Wholesale_Out,6,INV000452
SM000680,2025-02-14,P019,Wholesale_Out,3,INV000453
SM000681,2025-02-15,P005,Wholesale_Out,4,INV000454
SM000682,2025-02-19,P006,Wholesale_Out,3,INV000455
SM000683,2025-02-05,P054,Wholesale_Out,1,INV000456
SM000684,2025-02-18,P009,Wholesale_Out,6,INV000457
SM000685,2025-02-27,P017,Wholesale_Out,5,INV000458
SM000686,2025-02-03,P053,Wholesale_Out,2,INV000459
SM000687,2025-02-21,P022,Wholesale_Out,4,INV000460
SM000688,2025-03-07,P070,Wholesale_Out,2,INV000461
SM000689,2025-03-06,P036,Wholesale_Out,5,INV000462
SM000690,2025-03-13,P006,Wholesale_Out,2,INV000463
SM000691,2025-03-09,P015,Wholesale_Out,30,INV000464
SM000692,2025-03-14,P022,Wholesale_Out,1,INV000465
SM000693,2025-03-14,P034,Wholesale_Out,2,INV000466
SM000694,2025-03-17,P065,Wholesale_Out,2,INV000467
SM000695,2025-03-21,P003,Wholesale_Out,1,INV000468
SM000696,2025-03-19,P058,Wholesale_Out,1,INV000469
SM000697,2025-03-18,P072,Wholesale_Out,1,INV000470
SM000698,2025-03-30,P035,Wholesale_Out,3,INV000471
SM000699,2025-03-10,P021,Wholesale_Out,4,INV000472
SM000700,2025-03-09,P027,Wholesale_Out,3,INV000473
SM000701,2025-03-23,P035,Wholesale_Out,1,INV000474
SM000702,2025-03-05,P001,Wholesale_Out,2,INV000475
SM000703,2025-03-13,P011,Wholesale_Out,5,INV000476
SM000704,2025-03-04,P049,Wholesale_Out,5,INV000477
SM000705,2025-03-07,P002,Wholesale_Out,1,INV000478
SM000706,2025-03-10,P029,Wholesale_Out,1,INV000479
SM000707,2025-03-01,P051,Wholesale_Out,1,INV000480
SM000708,2025-03-22,P073,Wholesale_Out,1,INV000481
SM000709,2025-03-17,P036,Wholesale_Out,1,INV000482
SM000710,2025-03-29,P001,Wholesale_Out,20,INV000483
SM000711,2025-03-14,P016,Wholesale_Out,4,INV000484
SM000712,2025-03-14,P058,Wholesale_Out,2,INV000485
SM000713,2025-03-23,P010,Wholesale_Out,10,INV000486
SM000714,2025-03-26,P043,Wholesale_Out,6,INV000487
SM000715,2025-03-08,P057,Wholesale_Out,5,INV000488
SM000716,2025-03-29,P009,Wholesale_Out,3,INV000489
SM000717,2025-03-18,P038,Wholesale_Out,6,INV000490
SM000718,2025-03-01,P050,Wholesale_Out,2,INV000491
SM000719,2025-03-15,P043,Wholesale_Out,3,INV000492
SM000720,2025-04-05,P066,Wholesale_Out,1,INV000493
SM000721,2025-04-05,P075,Wholesale_Out,2,INV000494
SM000722,2025-04-16,P044,Wholesale_Out,1,INV000495
SM000723,2025-04-27,P007,Wholesale_Out,2,INV000496
SM000724,2025-04-23,P060,Wholesale_Out,3,INV000497
SM000725,2025-04-15,P064,Wholesale_Out,1,INV000498
SM000726,2025-04-27,P049,Wholesale_Out,1,INV000499
SM000727,2025-04-05,P057,Wholesale_Out,1,INV000500
SM000728,2025-04-08,P023,Wholesale_Out,2,INV000501
SM000729,2025-04-27,P018,Wholesale_Out,2,INV000502
SM000730,2025-04-22,P068,Wholesale_Out,30,INV000503
SM000731,2025-04-26,P025,Wholesale_Out,3,INV000504
SM000732,2025-04-20,P025,Wholesale_Out,6,INV000505
SM000733,2025-04-28,P075,Wholesale_Out,6,INV000506
SM000734,2025-04-13,P066,Wholesale_Out,2,INV000507
SM000735,2025-04-16,P035,Wholesale_Out,3,INV000508
SM000736,2025-04-28,P051,Wholesale_Out,1,INV000509
SM000737,2025-04-05,P011,Wholesale_Out,1,INV000510
SM000738,2025-04-15,P053,Wholesale_Out,2,INV000511
SM000739,2025-04-12,P038,Wholesale_Out,6,INV000512
SM000740,2025-04-02,P026,Wholesale_Out,2,INV000513
SM000741,2025-04-23,P018,Wholesale_Out,100,INV000514
SM000742,2025-04-26,P052,Wholesale_Out,5,INV000515
SM000743,2025-04-13,P030,Wholesale_Out,4,INV000516
SM000744,2025-04-15,P011,Wholesale_Out,2,INV000517
SM000745,2025-04-01,P018,Wholesale_Out,3,INV000518
SM000746,2025-04-08,P055,Wholesale_Out,4,INV000519
SM000747,2025-04-02,P020,Wholesale_Out,30,INV000520
SM000748,2025-04-13,P051,Wholesale_Out,1,INV000521
SM000749,2025-04-03,P014,Wholesale_Out,4,INV000522
SM000750,2025-04-13,P027,Wholesale_Out,1,INV000523
SM000751,2025-04-30,P051,Wholesale_Out,1,INV000524
SM000752,2025-04-07,P027,Wholesale_Out,2,INV000525
SM000753,2025-04-17,P059,Wholesale_Out,1,INV000526
SM000754,2025-04-19,P059,Wholesale_Out,1,INV000527
SM000755,2025-04-13,P023,Wholesale_Out,2,INV000528
SM000756,2025-04-19,P051,Wholesale_Out,3,INV000529
SM000757,2025-04-24,P028,Wholesale_Out,10,INV000530
SM000758,2025-04-25,P042,Wholesale_Out,2,INV000531
SM000759,2025-04-24,P049,Wholesale_Out,2,INV000532
SM000760,2025-04-11,P060,Wholesale_Out,1,INV000533
SM000761,2025-04-06,P013,Wholesale_Out,1,INV000534
SM000762,2025-04-05,P046,Wholesale_Out,1,INV000535
SM000763,2025-04-26,P014,Wholesale_Out,2,INV000536
SM000764,2025-04-08,P031,Wholesale_Out,1,INV000537
SM000765,2025-04-29,P022,Wholesale_Out,3,INV000538
SM000766,2025-04-18,P055,Wholesale_Out,1,INV000539
SM000767,2025-04-07,P029,Wholesale_Out,1,INV000540
SM000768,2024-04-01,P016,Retail_Transfer_Out,1,RT000005
SM000769,2024-04-01,P048,Retail_Transfer_Out,1,RT000006
SM000770,2024-04-01,P022,Retail_Transfer_Out,2,RT000016
SM000771,2024-04-01,P031,Retail_Transfer_Out,1,RT000049
SM000772,2024-04-02,P022,Retail_Transfer_Out,1,RT000070
SM000773,2024-04-02,P024,Retail_Transfer_Out,1,RT000076
SM000774,2024-04-02,P032,Retail_Transfer_Out,1,RT000090
SM000775,2024-04-02,P016,Retail_Transfer_Out,1,RT000093
SM000776,2024-04-03,P001,Retail_Transfer_Out,1,RT000116
SM000777,2024-04-03,P017,Retail_Transfer_Out,2,RT000120
SM000778,2024-04-03,P036,Retail_Transfer_Out,1,RT000125
SM000779,2024-04-03,P045,Retail_Transfer_Out,1,RT000128
SM000780,2024-04-03,P033,Retail_Transfer_Out,1,RT000130
SM000781,2024-04-03,P039,Retail_Transfer_Out,2,RT000135
SM000782,2024-04-03,P022,Retail_Transfer_Out,2,RT000138
SM000783,2024-04-04,P036,Retail_Transfer_Out,1,RT000147
SM000784,2024-04-04,P008,Retail_Transfer_Out,1,RT000158
SM000785,2024-04-04,P014,Retail_Transfer_Out,1,RT000159
SM000786,2024-04-04,P027,Retail_Transfer_Out,1,RT000172
SM000787,2024-04-04,P019,Retail_Transfer_Out,4,RT000175
SM000788,2024-04-05,P025,Retail_Transfer_Out,1,RT000220
SM000789,2024-04-06,P047,Retail_Transfer_Out,1,RT000247
SM000790,2024-04-06,P048,Retail_Transfer_Out,1,RT000256
SM000791,2024-04-06,P028,Retail_Transfer_Out,1,RT000257
SM000792,2024-04-06,P028,Retail_Transfer_Out,1,RT000258
SM000793,2024-04-06,P048,Retail_Transfer_Out,1,RT000268
SM000794,2024-04-06,P015,Retail_Transfer_Out,1,RT000285
SM000795,2024-04-07,P038,Retail_Transfer_Out,2,RT000293
SM000796,2024-04-07,P001,Retail_Transfer_Out,1,RT000317
SM000797,2024-04-08,P048,Retail_Transfer_Out,1,RT000340
SM000798,2024-04-08,P049,Retail_Transfer_Out,1,RT000347
SM000799,2024-04-08,P011,Retail_Transfer_Out,6,RT000355
SM000800,2024-04-08,P032,Retail_Transfer_Out,1,RT000362
SM000801,2024-04-08,P032,Retail_Transfer_Out,2,RT000366
SM000802,2024-04-08,P006,Retail_Transfer_Out,1,RT000372
SM000803,2024-04-08,P031,Retail_Transfer_Out,1,RT000377
SM000804,2024-04-08,P034,Retail_Transfer_Out,2,RT000380
SM000805,2024-04-09,P005,Retail_Transfer_Out,1,RT000393
SM000806,2024-04-09,P019,Retail_Transfer_Out,1,RT000401
SM000807,2024-04-09,P044,Retail_Transfer_Out,3,RT000405
SM000808,2024-04-09,P003,Retail_Transfer_Out,1,RT000436
SM000809,2024-04-09,P032,Retail_Transfer_Out,1,RT000439
SM000810,2024-04-10,P025,Retail_Transfer_Out,1,RT000444
SM000811,2024-04-10,P026,Retail_Transfer_Out,1,RT000494
SM000812,2024-04-11,P040,Retail_Transfer_Out,1,RT000508
SM000813,2024-04-12,P017,Retail_Transfer_Out,3,RT000538
SM000814,2024-04-12,P032,Retail_Transfer_Out,2,RT000565
SM000815,2024-04-13,P028,Retail_Transfer_Out,1,RT000592
SM000816,2024-04-13,P002,Retail_Transfer_Out,1,RT000631
SM000817,2024-04-14,P029,Retail_Transfer_Out,1,RT000656
SM000818,2024-04-14,P045,Retail_Transfer_Out,4,RT000675
SM000819,2024-04-14,P012,Retail_Transfer_Out,1,RT000681
SM000820,2024-04-15,P046,Retail_Transfer_Out,1,RT000699
SM000821,2024-04-15,P040,Retail_Transfer_Out,1,RT000707
SM000822,2024-04-15,P047,Retail_Transfer_Out,1,RT000717
SM000823,2024-04-15,P050,Retail_Transfer_Out,1,RT000722
SM000824,2024-04-15,P025,Retail_Transfer_Out,1,RT000723
SM000825,2024-04-15,P025,Retail_Transfer_Out,1,RT000732
SM000826,2024-04-15,P026,Retail_Transfer_Out,1,RT000737
SM000827,2024-04-16,P019,Retail_Transfer_Out,1,RT000746
SM000828,2024-04-16,P021,Retail_Transfer_Out,1,RT000759
SM000829,2024-04-16,P017,Retail_Transfer_Out,1,RT000762
SM000830,2024-04-16,P009,Retail_Transfer_Out,1,RT000771
SM000831,2024-04-16,P042,Retail_Transfer_Out,1,RT000772
SM000832,2024-04-17,P028,Retail_Transfer_Out,1,RT000791
SM000833,2024-04-17,P037,Retail_Transfer_Out,1,RT000792
SM000834,2024-04-17,P021,Retail_Transfer_Out,1,RT000804
SM000835,2024-04-17,P019,Retail_Transfer_Out,2,RT000820
SM000836,2024-04-18,P004,Retail_Transfer_Out,1,RT000837
SM000837,2024-04-19,P017,Retail_Transfer_Out,2,RT000877
SM000838,2024-04-19,P024,Retail_Transfer_Out,1,RT000888
SM000839,2024-04-20,P029,Retail_Transfer_Out,1,RT000920
SM000840,2024-04-20,P012,Retail_Transfer_Out,1,RT000921
SM000841,2024-04-21,P010,Retail_Transfer_Out,1,RT000955
SM000842,2024-04-21,P019,Retail_Transfer_Out,1,RT000962
SM000843,2024-04-21,P047,Retail_Transfer_Out,1,RT000973
SM000844,2024-04-21,P024,Retail_Transfer_Out,1,RT000995
SM000845,2024-04-21,P038,Retail_Transfer_Out,8,RT001001
SM000846,2024-04-22,P041,Retail_Transfer_Out,1,RT001025
SM000847,2024-04-22,P007,Retail_Transfer_Out,1,RT001034
SM000848,2024-04-22,P028,Retail_Transfer_Out,1,RT001045
SM000849,2024-04-22,P032,Retail_Transfer_Out,2,RT001049
SM000850,2024-04-22,P033,Retail_Transfer_Out,1,RT001056
SM000851,2024-04-23,P001,Retail_Transfer_Out,1,RT001070
SM000852,2024-04-23,P001,Retail_Transfer_Out,1,RT001077
SM000853,2024-04-23,P038,Retail_Transfer_Out,2,RT001082
SM000854,2024-04-23,P010,Retail_Transfer_Out,1,RT001086
SM000855,2024-04-23,P004,Retail_Transfer_Out,1,RT001093
SM000856,2024-04-23,P037,Retail_Transfer_Out,1,RT001096
SM000857,2024-04-24,P018,Retail_Transfer_Out,1,RT001117
SM000858,2024-04-24,P026,Retail_Transfer_Out,1,RT001122
SM000859,2024-04-24,P028,Retail_Transfer_Out,1,RT001129
SM000860,2024-04-24,P003,Retail_Transfer_Out,1,RT001135
SM000861,2024-04-24,P008,Retail_Transfer_Out,1,RT001137
SM000862,2024-04-24,P003,Retail_Transfer_Out,1,RT001150
SM000863,2024-04-25,P049,Retail_Transfer_Out,6,RT001159
SM000864,2024-04-25,P006,Retail_Transfer_Out,1,RT001163
SM000865,2024-04-25,P011,Retail_Transfer_Out,3,RT001167
SM000866,2024-04-25,P040,Retail_Transfer_Out,1,RT001180
SM000867,2024-04-25,P019,Retail_Transfer_Out,1,RT001191
SM000868,2024-04-25,P017,Retail_Transfer_Out,4,RT001205
SM000869,2024-04-25,P047,Retail_Transfer_Out,1,RT001208
SM000870,2024-04-26,P042,Retail_Transfer_Out,1,RT001218
SM000871,2024-04-26,P001,Retail_Transfer_Out,1,RT001243
SM000872,2024-04-26,P045,Retail_Transfer_Out,1,RT001245
SM000873,2024-04-27,P007,Retail_Transfer_Out,1,RT001272
SM000874,2024-04-27,P012,Retail_Transfer_Out,1,RT001274
SM000875,2024-04-27,P036,Retail_Transfer_Out,1,RT001297
SM000876,2024-04-27,P046,Retail_Transfer_Out,1,RT001303
SM000877,2024-04-27,P014,Retail_Transfer_Out,1,RT001320
SM000878,2024-04-28,P016,Retail_Transfer_Out,2,RT001332
SM000879,2024-04-28,P012,Retail_Transfer_Out,1,RT001355
SM000880,2024-04-28,P036,Retail_Transfer_Out,1,RT001363
SM000881,2024-04-29,P030,Retail_Transfer_Out,1,RT001381
SM000882,2024-04-29,P036,Retail_Transfer_Out,1,RT001393
SM000883,2024-04-29,P001,Retail_Transfer_Out,1,RT001405
SM000884,2024-04-29,P011,Retail_Transfer_Out,2,RT001407
SM000885,2024-04-29,P006,Retail_Transfer_Out,1,RT001413
SM000886,2024-04-30,P021,Retail_Transfer_Out,1,RT001428
SM000887,2024-04-30,P034,Retail_Transfer_Out,9,RT001436
SM000888,2024-04-30,P006,Retail_Transfer_Out,1,RT001441
SM000889,2024-04-30,P033,Retail_Transfer_Out,1,RT001445
SM000890,2024-04-30,P002,Retail_Transfer_Out,6,RT001456
SM000891,2024-04-30,P013,Retail_Transfer_Out,1,RT001458
SM000892,2024-04-30,P024,Retail_Transfer_Out,1,RT001462
SM000893,2024-04-30,P047,Retail_Transfer_Out,4,RT001467
SM000894,2024-05-01,P028,Retail_Transfer_Out,1,RT001468
